avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure,gender,status,% Employed,% Left
282,IT,0,0.723354974146,5,0,medium,0.213991819262,3.0,F,Left,0.3832972254058426,0.6167027745941573
133,sales,0,0.971212666951,3,0,low,0.8188199040199999,4.0,F,Employed,0.9158486755250211,0.08415132447497878
270,engineering,0,0.475292596644,6,0,low,0.150336701933,5.0,F,Employed,0.6910348182461797,0.30896518175382015
132,marketing,0,0.495013019585,2,0,low,0.438559831841,3.0,F,Left,0.05767809364168912,0.9423219063583109
126,support,1,0.821486564704,3,0,low,0.772891198476,10.0,F,Employed,0.960453234794261,0.03954676520573896
139,product,0,0.856088542854,4,0,medium,0.683456025422,3.0,F,Employed,0.9912598836040479,0.008740116395952204
308,engineering,0,0.863262837113,7,0,medium,0.124350225113,4.0,F,Left,0.004238996153139985,0.9957610038468598
147,engineering,0,0.7184766791763917,2,0,low,0.401974706734,3.0,F,Left,0.10683173791529714,0.8931682620847027
274,support,0,0.8423573127449999,5,0,medium,0.803068372458,6.0,M,Left,0.028755221952878118,0.9712447780471217
278,sales,0,0.7662557761059999,7,0,low,0.148641753756,4.0,F,Left,0.0027925079711090457,0.9972074920288908
156,engineering,0,0.988904841707,4,0,medium,0.456248436343,2.0,F,Employed,0.9992998413306491,0.0007001586693508947
185,sales,0,0.598749268628,4,0,low,0.869204283803,2.0,M,Employed,0.9892130807382012,0.010786919261798741
263,sales,0,0.744946770195,6,0,low,0.759619999861,6.0,M,Employed,0.518644629655629,0.4813553703443712
260,sales,0,0.765783959048,5,0,low,0.7113291174519999,3.0,F,Employed,0.9497836828335205,0.050216317166479375
224,support,0,0.561019606401,5,0,medium,0.905668551956,2.0,F,Employed,0.9533257301069131,0.04667426989308694
224,sales,0,0.910270844185,4,0,medium,0.615978243951,10.0,M,Employed,0.9999987157461588,1.2842538412195155e-06
135,sales,0,0.533361920913,2,0,low,0.388070140261,3.0,M,Left,0.050230274628785244,0.9497697253712146
147,marketing,0,0.713746663503,2,0,low,0.967868020835,3.0,M,Employed,0.9883620129654973,0.011637987034502664
245,engineering,0,0.932526593689,7,0,medium,0.0611736227462,4.0,M,Left,0.005955045531577473,0.9940449544684223
203,product,1,0.494479274509,3,0,medium,0.4923765552260001,3.0,M,Employed,0.7798653489321606,0.22013465106783955
235,finance,1,0.73584977947,4,0,high,0.928861452039,2.0,M,Employed,0.9894376863020514,0.010562313697948616
187,IT,0,0.734682887881,3,0,low,0.213485171732,5.0,M,Employed,0.9883764673046538,0.011623532695346104
132,management,0,0.535231622309,2,0,low,0.42982208453,3.0,F,Left,0.0560509263926531,0.9439490736073469
258,product,0,0.8137737730760001,7,0,low,0.14659318475400002,4.0,M,Left,0.018589785551263865,0.9814102144487363
165,engineering,0,0.522047696785,4,0,low,0.851394379473,2.0,M,Employed,0.9995397850515674,0.0004602149484325025
146,sales,0,0.531577278913,2,0,low,0.401953818946,3.0,M,Left,0.05985566295958481,0.9401443370404152
198,engineering,0,0.749982470997,2,0,medium,0.5269607252449999,2.0,F,Employed,0.9886867687375774,0.011313231262422499
159,marketing,0,0.483106967958,2,0,low,0.4388192696600001,3.0,F,Left,0.09565196683300925,0.9043480331669906
275,product,0,0.573595902184,2,0,low,0.8946585127779999,3.0,F,Employed,0.9902586853433489,0.009741314656651104
141,support,0,0.93246221727,3,0,medium,0.8107253215670001,3.0,M,Employed,0.9488304197715363,0.05116958022846369
173,finance,0,0.7184766791763917,4,0,low,0.862683386414,3.0,M,Employed,0.9954345739663567,0.004565426033643437
203,sales,0,0.586132024189,5,0,medium,0.7037557887379999,2.0,F,Employed,0.9655982370625182,0.03440176293748185
203,engineering,0,0.60609019318,4,0,low,0.274144973785,5.0,F,Employed,0.9980729850616019,0.0019270149383981234
230,sales,0,0.801731335549,5,0,medium,0.129582617236,4.0,M,Employed,0.8350505070871818,0.1649494929128183
168,sales,0,0.589119714762,4,0,low,0.475901903919,2.0,F,Employed,0.9923693489918947,0.007630651008105337
183,IT,0,0.7161328456389999,3,0,low,0.786998508273,3.0,M,Employed,0.990798815202633,0.009201184797367043
246,support,0,0.32841671516800003,5,0,medium,0.461553348758,3.0,F,Employed,0.9209487596357346,0.07905124036426525
209,engineering,0,0.707901456874,5,0,low,0.8315822395450001,3.0,F,Employed,0.978339304308661,0.021660695691339063
224,sales,0,1.0,3,0,medium,0.527417463367,6.0,F,Employed,0.5248120369418702,0.4751879630581298
143,support,0,0.5832228237039999,2,0,low,0.477948490242,3.0,M,Left,0.08423881877864807,0.915761181221352
140,sales,0,0.999150412396,2,0,medium,0.503040551037,2.0,M,Employed,0.7406973943236208,0.25930260567637936
212,support,0,0.7890820210680001,3,0,low,0.725231676188,4.0,M,Employed,0.9124035508230488,0.08759644917695107
156,marketing,0,0.50256282621,3,0,low,0.6355032887100001,5.0,M,Employed,0.872842414911964,0.12715758508803607
186,IT,0,0.859763957297,3,0,medium,0.72966753059,2.0,M,Employed,0.998774607498333,0.0012253925016670914
162,sales,0,0.502258814493,3,0,low,0.800482237797,3.0,F,Employed,0.9966804753045317,0.0033195246954681873
158,support,0,0.543576313346,2,0,low,0.35252008265100004,3.0,M,Left,0.1175417849594818,0.882458215040518
156,sales,0,0.7184766791763917,3,0,low,0.549054592827,2.0,M,Employed,0.9205010694654268,0.07949893053457303
283,IT,0,0.7184766791763917,3,0,low,0.5500036519100001,3.0,M,Employed,0.6858128788806562,0.3141871211193439
214,IT,1,0.7184766791763917,4,0,low,0.96940778655,2.0,M,Employed,0.9935495335504929,0.006450466449507061
181,product,1,0.674893831177,3,0,medium,0.547941153654,3.0,M,Employed,0.842667645167411,0.1573323548325891
140,support,0,0.8013227652580001,4,0,low,0.526745455356,3.0,M,Employed,0.944747885620869,0.055252114379131044
184,engineering,0,0.918450089622,4,0,low,0.914882604937,3.0,M,Employed,0.9975427709768985,0.0024572290231014765
168,sales,1,0.389626690049,3,0,low,0.394051564841,3.0,F,Employed,0.8568434987448884,0.14315650125511167
146,engineering,0,0.55743729675,2,0,medium,0.471104658609,3.0,M,Left,0.08204920434294996,0.9179507956570501
251,engineering,0,0.871911091013,4,0,medium,0.69605347067,2.0,M,Employed,0.9968089775657611,0.0031910224342388536
219,support,0,1.0,5,0,low,0.7345794152089999,5.0,M,Left,0.10282994637904397,0.8971700536209563
170,product,0,0.5180136841480001,2,0,low,0.35208228555699994,3.0,F,Left,0.10266330580496819,0.8973366941950318
187,marketing,0,0.680370266157,4,0,medium,0.1891154715,5.0,M,Employed,0.9944024065402559,0.005597593459743992
207,product,0,0.495033514598,3,0,medium,0.576405944943,3.0,M,Employed,0.9855904927982487,0.014409507201751269
165,support,0,0.598530648395,5,0,low,0.7695363808910001,3.0,M,Employed,0.8758235086274577,0.12417649137254246
139,engineering,0,0.7184766791763917,4,0,low,0.7718169921889999,3.0,M,Employed,0.9841405347589336,0.015859465241066333
165,support,0,0.838420070517,3,0,low,0.59824818897,4.0,F,Employed,0.8200855240495167,0.17991447595048338
167,engineering,0,0.625649373344,5,0,low,0.487113849919,2.0,F,Employed,0.9922357492191295,0.007764250780870516
163,sales,0,0.927717667159,4,0,medium,0.792414076414,3.0,M,Employed,0.9808850700694323,0.019114929930567764
271,IT,0,0.96930400526,6,0,low,0.172048602687,4.0,F,Left,0.045699196657648815,0.9543008033423511
310,sales,0,0.8581791690270001,7,0,medium,0.14712496977,4.0,M,Left,0.0037110017396521718,0.9962889982603478
257,support,0,0.725018808946,4,0,low,0.7620304084749999,3.0,M,Employed,0.9846269709677029,0.01537302903229722
278,sales,0,0.862236739522,7,0,low,0.0979844302499,4.0,F,Left,2.491019421496634e-06,0.9999975089805785
229,engineering,0,0.630154827545,3,0,medium,0.0815637410362,6.0,M,Employed,0.9889466038594548,0.011053396140545332
186,IT,0,0.560171575754,3,0,medium,0.7360631891859999,3.0,M,Employed,0.9940722086711344,0.005927791328865618
211,sales,0,0.947729025431,4,0,high,0.355979751381,7.0,M,Employed,0.9181430893612847,0.08185691063871546
248,management,0,0.7184766791763917,4,0,high,0.62362639988,3.0,M,Employed,0.9825236774295909,0.01747632257040912
231,management,1,0.7184766791763917,3,0,high,0.74538874343,2.0,M,Employed,0.9953991690370121,0.004600830962987883
266,sales,0,0.872041703232,3,0,low,0.6941903176809999,5.0,F,Left,0.17709134182447253,0.8229086581755276
135,engineering,0,0.451192121989,2,0,low,0.391651859939,3.0,F,Left,0.07649123201932101,0.9235087679806789
248,support,0,1.0,5,0,medium,0.700604105528,5.0,M,Left,0.06768984935389337,0.9323101506461066
161,IT,0,0.7257235561579999,4,0,low,0.785723886722,3.0,M,Employed,0.9892019059458493,0.010798094054150673
212,product,0,0.872785533979,3,0,medium,0.531863130276,2.0,M,Employed,0.9753487049939662,0.0246512950060338
160,sales,0,0.8907127240180001,3,0,low,0.7617650303319999,2.0,F,Employed,0.9911141758564702,0.008885824143529649
268,engineering,0,0.797235381041,5,0,low,0.851411583712,3.0,M,Employed,0.9923758024367454,0.007624197563254506
116,sales,1,0.845078318802,4,0,low,0.309868647222,3.0,M,Employed,0.9775286657822176,0.022471334217782288
146,IT,0,0.500957306437,2,0,low,0.411233749144,3.0,M,Left,0.099391432807943,0.9006085671920568
215,IT,0,0.421692216116,6,0,medium,0.606946725712,3.0,F,Left,0.2958118388978772,0.7041881611021227
194,sales,0,0.534309122293,5,0,high,0.969190797803,2.0,F,Employed,0.9918233044793463,0.008176695520653579
200,product,0,0.425131894498,5,0,medium,0.565407293567,4.0,F,Employed,0.8678187162394074,0.13218128376059263
213,sales,0,0.7704638243340001,3,0,high,0.543262177395,3.0,M,Employed,0.9579028731173611,0.0420971268826388
163,IT,0,0.905180515303,3,0,low,0.93331321955,2.0,M,Employed,0.999339579272965,0.0006604207270349146
148,sales,0,0.4730269242600001,2,0,low,0.443427763613,3.0,F,Left,0.06996083280999843,0.9300391671900016
245,product,0,0.506201222856,2,0,medium,0.454911641867,5.0,F,Left,0.4850818009010728,0.5149181990989271
250,support,0,0.873045465289,3,0,low,0.5534421048,2.0,M,Employed,0.9440823425565325,0.05591765744346749
250,sales,1,0.828825763738,5,0,low,0.8329556956280001,2.0,F,Employed,0.9893334841554614,0.010666515844538661
173,engineering,0,0.725963978215,2,0,medium,0.452392397848,2.0,M,Employed,0.8535863779627667,0.14641362203723315
248,sales,1,0.896942281485,4,0,low,0.741786835002,3.0,M,Employed,0.8557266925102652,0.14427330748973496
158,management,0,0.6355457358300001,5,0,medium,0.956238933842,3.0,M,Employed,0.9875640609530576,0.012435939046942297
196,support,0,0.840207778701,4,0,low,0.468987245804,2.0,F,Employed,0.98850518791393,0.011494812086070042
265,procurement,0,0.626653131615,3,0,low,0.906159310018,8.0,M,Employed,0.9994936318103614,0.0005063681896386394
159,engineering,0,0.8681210202140001,3,0,high,0.961235399317,3.0,M,Employed,0.9957502151023165,0.0042497848976835615
262,sales,0,0.907731548868,5,0,medium,0.972423058356,3.0,M,Employed,0.9973368993389539,0.002663100661046121
175,sales,0,0.403619418352,3,0,medium,0.2846772958,3.0,F,Employed,0.8571714908027508,0.1428285091972494
278,sales,0,0.7778811669,7,0,low,0.114724686913,4.0,F,Left,9.083435651319464e-06,0.9999909165643488
248,sales,0,0.859383829667,5,0,low,0.933486376879,5.0,M,Left,0.07250419341397477,0.9274958065860252
275,product,0,0.524095060049,3,0,low,0.63172969046,2.0,F,Employed,0.9778665588448426,0.022133441155157314
258,support,0,0.866158286663,5,0,low,0.293123234813,6.0,F,Employed,0.8498489269356099,0.1501510730643903
253,engineering,0,1.0,5,0,medium,0.852952125868,5.0,F,Left,0.033820724856746316,0.9661792751432536
165,support,0,0.643410636607,4,0,low,0.16155364248600002,5.0,F,Employed,0.997283025400621,0.002716974599378892
269,support,1,0.7673690699250001,3,0,medium,0.248522034985,4.0,F,Left,0.12224553497945165,0.8777544650205484
148,finance,0,0.538478484226,2,0,medium,0.467529517276,3.0,M,Left,0.07884017438173707,0.9211598256182629
156,sales,1,0.950282237768,4,0,low,0.672060063083,2.0,M,Employed,0.9582744427053052,0.04172555729469482
274,sales,1,0.811500420662,4,0,low,0.839058813805,2.0,F,Employed,0.9895651904283409,0.010434809571659024
196,support,1,1.0,3,0,low,0.7055853587180001,6.0,F,Left,0.11279646996297402,0.887203530037026
146,engineering,1,0.358995978401,3,0,low,0.6231064824970001,4.0,F,Employed,0.8216957231873804,0.17830427681261946
274,sales,0,0.489904811186,2,0,low,0.666894021832,4.0,F,Employed,0.8445693077038327,0.15543069229616724
139,marketing,0,0.519776982615,2,0,low,0.372463409943,3.0,F,Left,0.03742748442343159,0.9625725155765684
132,product,0,0.437142715501,4,0,high,0.6312002898,3.0,F,Employed,0.9974570943437014,0.0025429056562986736
231,IT,1,0.6155106313359999,5,0,medium,0.237030559811,4.0,F,Left,0.26484464044579537,0.7351553595542046
254,sales,0,0.547034374298,4,0,low,0.50542191225,4.0,F,Employed,0.9292798693892188,0.07072013061078121
189,admin,0,0.539467271436,4,0,low,0.831444386447,4.0,M,Employed,0.9763803509896589,0.023619649010341005
104,support,0,0.7891253512559999,5,0,low,0.780337175913,4.0,F,Employed,0.9459788627755886,0.054021137224411354
254,marketing,0,0.8708564231899999,4,0,low,0.829745630485,5.0,F,Left,0.04152944889169379,0.9584705511083064
253,sales,0,0.557354737359,5,0,medium,0.729650605495,6.0,F,Employed,0.8579007548709331,0.14209924512906694
170,sales,0,0.661489034844,2,0,low,0.48690010474,8.0,F,Employed,0.9996784952752452,0.0003215047247547397
195,sales,0,0.6909413383930001,3,0,medium,0.87212292845,3.0,F,Employed,0.9973697228988524,0.002630277101147545
255,management,0,0.560749082033,5,0,medium,0.79270387677,4.0,F,Employed,0.7511213483131728,0.2488786516868275
194,engineering,0,0.8649809478849999,4,0,medium,0.547342771376,2.0,M,Employed,0.9986570150922632,0.0013429849077367649
260,IT,0,0.879114107825,5,0,low,0.78934688115,5.0,F,Left,0.06702685844613664,0.9329731415538633
212,finance,1,0.4200182853010001,4,0,low,0.371534723609,2.0,M,Employed,0.948624517247357,0.051375482752643045
219,marketing,0,0.7184766791763917,5,0,medium,0.933851070889,2.0,M,Employed,0.9958715756879153,0.004128424312084835
187,management,0,0.960285715039,4,0,high,0.681413302736,3.0,F,Employed,0.9936314968795843,0.006368503120415727
281,sales,0,0.5319367588699999,4,0,medium,0.190744825973,7.0,M,Employed,0.9876939276289016,0.012306072371098273
163,IT,0,0.6159380740829999,4,0,low,0.947393875335,5.0,M,Employed,0.8815962827536653,0.11840371724633461
155,engineering,0,0.897609838916,3,0,medium,0.946144709958,3.0,M,Employed,0.997883191327155,0.002116808672844995
208,management,0,0.602807580192,4,1,high,0.894854282967,7.0,M,Employed,0.6504746206067596,0.3495253793932403
280,sales,0,0.948757981958,6,0,low,0.15219272264,4.0,F,Left,0.03190592581581801,0.9680940741841818
137,sales,0,0.8747940390160001,3,0,low,1.0,3.0,M,Employed,0.9906399503807586,0.009360049619241374
242,IT,0,0.931466716564,4,0,medium,0.635757610027,2.0,M,Employed,0.9978796534099617,0.002120346590038343
229,sales,0,0.6679889957590001,2,0,low,0.893746528107,4.0,M,Employed,0.9669287722626764,0.03307122773732353
269,sales,0,0.874320460481,6,0,low,0.0413017122352,4.0,M,Left,0.00272166044080613,0.9972783395591939
153,support,0,0.588430038133,5,0,low,0.5463948579919999,4.0,M,Employed,0.8418359145272926,0.1581640854727075
233,support,0,0.543301856706,4,0,low,0.581044902784,4.0,F,Employed,0.9057376979714481,0.09426230202855204
275,support,0,0.396084594976,3,0,low,0.21891461663000006,5.0,M,Employed,0.9380434285813044,0.06195657141869553
179,support,0,0.568593436749,3,0,low,0.716163504506,4.0,M,Employed,0.9481739821854095,0.05182601781459056
195,engineering,0,0.8362479055159999,5,0,low,0.7833914467380001,4.0,F,Employed,0.7999693184257863,0.2000306815742137
206,marketing,0,0.5820628938369999,2,0,low,0.7847315074310001,2.0,M,Employed,0.9977637308780966,0.00223626912190347
239,product,0,0.919373591281,4,0,low,0.829871872261,5.0,F,Left,0.051828839467613436,0.9481711605323866
208,IT,1,0.816689813888,4,0,low,0.8343786753139999,3.0,F,Employed,0.978666194440531,0.021333805559468993
150,engineering,0,0.676225844419,3,0,medium,0.29292957209000003,2.0,F,Employed,0.9946136357850125,0.0053863642149874075
219,engineering,0,0.7184766791763917,4,0,low,0.8738126953380001,3.0,F,Employed,0.9973989409875959,0.0026010590124042896
172,sales,0,0.7184766791763917,5,0,low,0.326353372,2.0,M,Employed,0.938816343506168,0.061183656493832
201,finance,0,0.7256709052,3,0,medium,0.7502317842370001,4.0,M,Employed,0.9344791192780684,0.06552088072193171
222,sales,0,0.96484757892,5,1,medium,0.8898269772290001,3.0,M,Left,0.43943608743862933,0.5605639125613706
228,sales,0,1.0,2,0,low,0.248174994435,3.0,M,Employed,0.9333890321681851,0.06661096783181489
146,marketing,0,0.5055583083290001,2,0,low,0.42032739552,3.0,F,Left,0.050790574794954406,0.9492094252050456
219,support,0,0.8857658498909999,6,0,low,0.294741730228,5.0,M,Employed,0.6026707691771579,0.3973292308228421
257,engineering,0,0.831322416354,5,0,medium,0.995278006605,4.0,M,Employed,0.7915412557494877,0.20845874425051217
124,sales,0,0.640118804888,3,0,medium,0.6387388560939999,3.0,M,Employed,0.9560191131995041,0.043980886800495854
129,support,0,0.402660372147,2,0,medium,0.437359473406,3.0,M,Left,0.21332427160203768,0.7866757283979624
259,product,0,0.809302269938,3,0,high,0.463828673864,2.0,M,Employed,0.9742962339373242,0.025703766062675826
142,support,0,0.5551120826389999,3,0,low,0.6829877660079999,3.0,F,Employed,0.9803085067147399,0.019691493285260143
239,sales,0,0.915881388935,4,0,low,0.8821381383419999,5.0,M,Left,0.06512017462983971,0.9348798253701605
152,support,0,0.6198230182109999,2,0,low,0.524761712733,3.0,F,Left,0.14838495368021082,0.8516150463197892
248,sales,0,0.672234590766,3,0,medium,0.718742747149,4.0,M,Employed,0.9457122184451691,0.05428778155483077
111,sales,0,0.983301705142,4,0,high,0.834831795068,2.0,M,Employed,0.9823245928951682,0.017675407104831856
180,sales,0,0.557827629141,4,0,high,0.946873068611,5.0,F,Employed,0.887004803823608,0.1129951961763919
221,support,0,0.885106065506,5,0,medium,0.7943403935719999,6.0,F,Left,0.09675751010717108,0.903242489892829
237,support,0,0.443884581204,2,0,low,0.530736920966,2.0,F,Employed,0.9727858343507398,0.027214165649260103
213,sales,0,0.700835509526,4,0,low,0.776922012617,3.0,F,Employed,0.9865143051291456,0.013485694870854315
160,sales,0,0.501879663683,2,0,low,0.497401977891,3.0,F,Left,0.1584624965936487,0.8415375034063514
255,sales,0,0.668790393369,4,0,medium,0.911823500862,2.0,F,Employed,0.9949013091989136,0.005098690801086357
288,support,0,0.957495482591,6,0,medium,0.0684883801632,4.0,M,Left,5.88338532226188e-06,0.9999941166146779
258,management,0,0.781828644136,4,0,high,0.703745934075,3.0,M,Employed,0.9891627727858536,0.010837227214146252
199,sales,0,0.811335750297,4,0,low,0.73722932302,2.0,F,Employed,0.9946610437875931,0.005338956212406958
256,support,0,0.407778538729,3,0,medium,0.633255105806,6.0,M,Employed,0.9665473645095823,0.03345263549041766
305,finance,0,0.8456054265199999,6,0,medium,0.102882469753,4.0,F,Left,0.009845191797701713,0.9901548082022983
185,support,0,0.921436202125,5,0,low,0.567765322294,2.0,M,Employed,0.9597798528076361,0.040220147192363796
185,IT,0,0.662768618144,4,0,medium,0.573997861748,2.0,M,Employed,0.9981588623859068,0.0018411376140931633
211,IT,0,0.606593988288,3,0,low,0.579431608043,3.0,F,Employed,0.9793380510608402,0.020661948939159784
283,engineering,1,0.8343318859280001,6,0,low,0.12789746509199998,4.0,M,Left,0.04481947476721969,0.9551805252327803
138,engineering,0,0.8563437232660001,5,0,low,0.62338956765,3.0,M,Employed,0.7893601115475011,0.210639888452499
143,support,0,0.7727856555439999,4,0,medium,0.8297613413789999,3.0,M,Employed,0.9650423648674037,0.03495763513259637
134,sales,0,0.7184766791763917,3,0,medium,0.451961289545,3.0,F,Employed,0.9478031084315918,0.05219689156840825
234,marketing,0,0.7184766791763917,3,0,medium,0.7293273438210001,2.0,M,Employed,0.9955944721293578,0.004405527870642227
258,engineering,0,0.935780677261,4,0,medium,0.964425981986,5.0,F,Left,0.048562017632589105,0.951437982367411
166,sales,0,0.575457056316,3,0,medium,0.921557036258,3.0,M,Employed,0.9938380371341237,0.0061619628658763186
260,IT,0,0.81230399818,6,0,medium,0.0448441086422,4.0,F,Left,0.016876190409196804,0.9831238095908031
176,sales,0,0.430214500907,4,0,low,0.319175890928,2.0,M,Employed,0.9974654027550848,0.0025345972449151337
153,product,0,0.470466922695,2,0,low,0.408640713797,3.0,M,Left,0.07781443708844749,0.9221855629115527
154,marketing,0,0.547320381543,2,0,low,0.341206158147,3.0,M,Left,0.07320715834596149,0.9267928416540384
291,engineering,0,0.937830749107,5,0,low,0.15214375132000002,4.0,M,Left,0.07525314390576118,0.924746856094239
273,marketing,1,0.654988147166,6,0,medium,0.743338094254,4.0,M,Left,0.08024961225339455,0.9197503877466056
140,engineering,0,0.608738572701,4,0,high,0.557744023951,3.0,M,Employed,0.9729496639697452,0.027050336030254755
240,IT,0,0.896967279224,5,0,medium,0.938703313591,5.0,F,Left,0.2303446963233909,0.769655303676609
236,sales,0,0.587849956416,4,0,low,0.794786308325,4.0,F,Employed,0.9022232495307982,0.09777675046920195
242,management,0,0.918022858871,4,0,medium,0.6610077882590001,2.0,F,Employed,0.9995901605165124,0.00040983948348756813
171,admin,0,0.722839486389,4,0,medium,0.91059838192,4.0,M,Employed,0.9846427736256533,0.015357226374346762
150,support,0,0.8745131920649999,4,0,high,0.480753070183,2.0,F,Employed,0.973814781973853,0.026185218026147
152,product,0,0.439785251448,2,0,low,0.340777989177,3.0,M,Left,0.0878511716308512,0.9121488283691489
182,engineering,0,0.7471058431090001,3,0,low,0.8553621853810001,4.0,F,Employed,0.978536347056786,0.021463652943213857
133,engineering,0,0.80989076183,4,1,medium,0.7476996516969999,3.0,F,Left,0.28095285689040855,0.7190471431095914
230,sales,1,0.6839407399580001,3,0,medium,0.587527383433,3.0,F,Employed,0.6933163520844701,0.30668364791552993
251,sales,0,0.523232109564,3,0,low,0.529079006159,2.0,M,Employed,0.9725923055630583,0.02740769443694167
225,sales,0,0.688970081967,5,0,medium,0.691658302376,7.0,M,Employed,0.9809134402697967,0.019086559730203373
164,engineering,0,0.914324282314,5,0,low,0.679091975677,3.0,F,Employed,0.9783635006480913,0.021636499351908634
211,sales,0,0.881951254586,3,0,medium,0.8072933070199999,3.0,M,Employed,0.9753809870012348,0.024619012998765254
162,sales,0,0.797551376616,3,0,medium,0.809674388378,3.0,M,Employed,0.9621476515284091,0.037852348471590906
132,engineering,0,0.626425378119,4,0,medium,0.567430425777,4.0,M,Employed,0.9726808434226316,0.027319156577368414
149,sales,0,0.492048066452,2,0,low,0.400385078683,3.0,F,Left,0.04533272115817474,0.9546672788418251
251,engineering,0,0.7354763225959999,6,0,low,0.837665155159,4.0,M,Employed,0.8742810381051278,0.12571896189487206
158,IT,0,0.546333237781,2,0,low,0.391486853786,3.0,F,Left,0.10976897347961083,0.8902310265203891
229,support,0,0.669369532442,6,0,medium,0.5132895798279999,3.0,F,Employed,0.5465629550450631,0.4534370449549369
272,engineering,0,0.7826241315620001,6,0,low,0.0567964616846,4.0,F,Left,0.013663012036603908,0.9863369879633961
195,engineering,1,0.946932049647,4,0,medium,0.469174880431,3.0,M,Employed,0.9699040082369681,0.030095991763031904
305,engineering,0,0.932577711228,6,0,low,0.149254770899,4.0,M,Left,0.010437422543002142,0.9895625774569978
232,sales,0,0.7156951369140001,4,0,medium,0.797199338504,3.0,F,Employed,0.9922608821812448,0.0077391178187552374
